Query	KO_ID	KO_name,KO_definition	Hyperlink	Paths
Glyma.03G259700	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.03G259800	K20642	ARHGAP22_24_25; Rho GTPase-activating protein 22/24/25	http://www.genome.jp/dbget-bin/www_bget?ko:K20642	_
Glyma.03G260000	K20028	ZDHHC2_15_20; palmitoyltransferase ZDHHC2/15/20 [EC:2.3.1.225]	http://www.genome.jp/dbget-bin/www_bget?ko:K20028	_
Glyma.03G260200	K07198	PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K07198	ko04068;ko04140;ko04150;ko04151;ko04152;ko04211;ko04213;ko04361;ko04371;ko04530;ko04710;ko04714;ko04910;ko04920;ko04921;ko04922;ko04931;ko04932;ko05410;ko05418
Glyma.03G260300	K15397	KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]	http://www.genome.jp/dbget-bin/www_bget?ko:K15397	ko00062;ko01100;ko01110;ko04626
Glyma.03G260500	K13161	HNRNPR; heterogeneous nuclear ribonucleoprotein R	http://www.genome.jp/dbget-bin/www_bget?ko:K13161	_
Glyma.03G260600	K00103	GULO; L-gulonolactone oxidase [EC:1.1.3.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K00103	ko00053;ko01100
Glyma.03G260900	K02942	RP-LP1, RPLP1; large subunit ribosomal protein LP1	http://www.genome.jp/dbget-bin/www_bget?ko:K02942	ko03010
Glyma.03G261000	K00161	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K00161	ko00010;ko00020;ko00620;ko01100;ko01110;ko01120;ko01130;ko01200;ko04066;ko04922;ko05230
Glyma.03G261100	K20291	COG4, COD1; conserved oligomeric Golgi complex subunit 4	http://www.genome.jp/dbget-bin/www_bget?ko:K20291	_
Glyma.03G261300	K12130	PRR5; pseudo-response regulator 5	http://www.genome.jp/dbget-bin/www_bget?ko:K12130	ko04712
Glyma.03G261600	K05933	E1.14.17.4; aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K05933	ko00270;ko01100;ko01110
Glyma.03G261800	K12133	LHY; MYB-related transcription factor LHY	http://www.genome.jp/dbget-bin/www_bget?ko:K12133	ko04712
Glyma.03G261900	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.03G262000	K01507	ppa; inorganic pyrophosphatase [EC:3.6.1.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K01507	ko00190
Glyma.03G262100	K11592	DICER1, DCR1; endoribonuclease Dicer [EC:3.1.26.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K11592	ko05206
Glyma.03G262200	K09287	RAV; RAV-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09287	_
Glyma.03G262300	K08908	LHCA2; light-harvesting complex I chlorophyll a/b binding protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K08908	ko00196;ko01100
Glyma.03G262500	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.03G262600	K01535	PMA1, PMA2; H+-transporting ATPase [EC:7.1.2.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K01535	ko00190;ko01100
Glyma.03G262700	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.03G262800	K03061	PSMC2, RPT1; 26S proteasome regulatory subunit T1	http://www.genome.jp/dbget-bin/www_bget?ko:K03061	ko03050;ko05169
Glyma.03G263000	K19038	ATL41; E3 ubiquitin-protein ligase ATL41 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K19038	_
Glyma.03G263200	K14790	NOP9; nucleolar protein 9	http://www.genome.jp/dbget-bin/www_bget?ko:K14790	_
Glyma.03G263500	K03239	EIF2B1; translation initiation factor eIF-2B subunit alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K03239	ko03013;ko05168
Glyma.03G263700	K09286	EREBP; EREBP-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09286	_
Glyma.03G264100	K03549	kup; KUP system potassium uptake protein	http://www.genome.jp/dbget-bin/www_bget?ko:K03549	_
Glyma.03G264300	K00454	LOX2S; lipoxygenase [EC:1.13.11.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K00454	ko00591;ko00592;ko01100;ko01110
Glyma.03G264400	K14288	XPOT; exportin-T	http://www.genome.jp/dbget-bin/www_bget?ko:K14288	ko03013
Glyma.03G264600	K15191	LARP7; La-related protein 7	http://www.genome.jp/dbget-bin/www_bget?ko:K15191	_
Glyma.03G264700	K17285	SELENBP1; methanethiol oxidase [EC:1.8.3.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K17285	ko00920;ko01100
Glyma.03G264902	K01309	MINDY1_2; ubiquitin carboxyl-terminal hydrolase MINDY-1/2 [EC:3.4.19.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K01309	_
Glyma.04G000100	K01164	POP1; ribonuclease P/MRP protein subunit POP1 [EC:3.1.26.5]	http://www.genome.jp/dbget-bin/www_bget?ko:K01164	ko03008;ko03013
Glyma.04G000200	K06067	HDAC1_2; histone deacetylase 1/2 [EC:3.5.1.98]	http://www.genome.jp/dbget-bin/www_bget?ko:K06067	ko04110;ko04213;ko04330;ko04919;ko05016;ko05031;ko05034;ko05165;ko05169;ko05200;ko05202;ko05203;ko05206;ko05220
Glyma.04G000400	K00726	MGAT1; alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.101]	http://www.genome.jp/dbget-bin/www_bget?ko:K00726	ko00510;ko00513;ko01100
Glyma.04G001100	K21777	CCNB; G2/mitotic-specific cyclin-B, other	http://www.genome.jp/dbget-bin/www_bget?ko:K21777	_
Glyma.04G001600	K01872	AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]	http://www.genome.jp/dbget-bin/www_bget?ko:K01872	ko00970
Glyma.04G002200	K14168	CTU1, NCS6; cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K14168	ko04122
Glyma.04G002300	K02906	RP-L3, MRPL3, rplC; large subunit ribosomal protein L3	http://www.genome.jp/dbget-bin/www_bget?ko:K02906	ko03010
Glyma.04G002400	K08472	MLO; mlo protein	http://www.genome.jp/dbget-bin/www_bget?ko:K08472	_
Glyma.04G002500	K10753	ASF1; histone chaperone ASF1	http://www.genome.jp/dbget-bin/www_bget?ko:K10753	_
Glyma.04G002900	K01845	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K01845	ko00860;ko01100;ko01110;ko01120
Glyma.04G003000	K18460	XPO7, EXP7; exportin-7	http://www.genome.jp/dbget-bin/www_bget?ko:K18460	_
Glyma.04G003200	K09872	PIP; aquaporin PIP	http://www.genome.jp/dbget-bin/www_bget?ko:K09872	_
Glyma.04G003600	K19042	BOI; E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K19042	_
Glyma.04G003700	K07213	ATOX1, ATX1, copZ, golB; copper chaperone	http://www.genome.jp/dbget-bin/www_bget?ko:K07213	ko04978
Glyma.04G003800	K10736	MCM10; minichromosome maintenance protein 10	http://www.genome.jp/dbget-bin/www_bget?ko:K10736	_
Glyma.04G004000	K10590	TRIP12; E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26]	http://www.genome.jp/dbget-bin/www_bget?ko:K10590	ko04120
Glyma.04G004100	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.04G004250	K05765	CFL; cofilin	http://www.genome.jp/dbget-bin/www_bget?ko:K05765	ko04360;ko04666;ko04810;ko05133;ko05170
Glyma.04G004600	K01181	E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K01181	_
Glyma.04G004800	K13946	AUX1, LAX; auxin influx carrier (AUX1 LAX family)	http://www.genome.jp/dbget-bin/www_bget?ko:K13946	ko04075
Glyma.04G005200	K22733	NIPA, SLC57A2S; magnesium transporter	http://www.genome.jp/dbget-bin/www_bget?ko:K22733	_
Glyma.04G005300	K03767	PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K03767	ko01503;ko04217
Glyma.04G005800	K10949	KDELR; ER lumen protein retaining receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K10949	ko05110
Glyma.04G005900	K01244	MTN; 5'-methylthioadenosine nucleosidase [EC:3.2.2.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K01244	ko00270;ko01100
Glyma.04G006300	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.04G006400	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.04G006500	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.04G006600	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.04G006700	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.04G006800	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.04G006900	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.04G007000	K17285	SELENBP1; methanethiol oxidase [EC:1.8.3.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K17285	ko00920;ko01100
Glyma.04G007100	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.04G007300	K00764	purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]	http://www.genome.jp/dbget-bin/www_bget?ko:K00764	ko00230;ko00250;ko01100;ko01110;ko01130
Glyma.04G007400	K05544	DUS3; tRNA-dihydrouridine synthase 3 [EC:1.3.1.89]	http://www.genome.jp/dbget-bin/www_bget?ko:K05544	_
Glyma.04G007500	K02155	ATPeV0C, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit	http://www.genome.jp/dbget-bin/www_bget?ko:K02155	ko00190;ko01100;ko04142;ko04145;ko04721;ko04966;ko05110;ko05120;ko05152;ko05165;ko05323
Glyma.04G007700	K01583	E4.1.1.19; arginine decarboxylase [EC:4.1.1.19]	http://www.genome.jp/dbget-bin/www_bget?ko:K01583	ko00330;ko01100
Glyma.04G007800	K14016	UFD1; ubiquitin fusion degradation protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K14016	ko04141
Glyma.04G007900	K19033	PSRP4, RPS31; 30S ribosomal protein S31	http://www.genome.jp/dbget-bin/www_bget?ko:K19033	_
Glyma.04G008100	K03965	NDUFB9; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9	http://www.genome.jp/dbget-bin/www_bget?ko:K03965	ko00190;ko01100;ko04714;ko04723;ko04932;ko05010;ko05012;ko05016
Glyma.04G008200	K11498	CENPE; centromeric protein E	http://www.genome.jp/dbget-bin/www_bget?ko:K11498	_
Glyma.04G008300	K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K01623	ko00010;ko00030;ko00051;ko00680;ko00710;ko01100;ko01110;ko01120;ko01130;ko01200;ko01230;ko04066
Glyma.04G008400	K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K01179	ko00500;ko01100;ko02020
Glyma.04G008700	K09250	CNBP; cellular nucleic acid-binding protein	http://www.genome.jp/dbget-bin/www_bget?ko:K09250	_
Glyma.04G009100	K11498	CENPE; centromeric protein E	http://www.genome.jp/dbget-bin/www_bget?ko:K11498	_
Glyma.04G009800	K18649	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	http://www.genome.jp/dbget-bin/www_bget?ko:K18649	ko00053;ko00340;ko00562;ko01100;ko01110;ko01130;ko01230;ko04070
Glyma.04G010200	K01455	E3.5.1.49; formamidase [EC:3.5.1.49]	http://www.genome.jp/dbget-bin/www_bget?ko:K01455	ko00460;ko00630;ko00910;ko01100;ko01200
Glyma.04G010500	K19996	SFH5; phosphatidylinositol transfer protein SFH5	http://www.genome.jp/dbget-bin/www_bget?ko:K19996	_
Glyma.04G010800	K13998	DHFR-TS; dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]	http://www.genome.jp/dbget-bin/www_bget?ko:K13998	ko00240;ko00670;ko00790;ko01100
Glyma.04G010900	K21483	SAMT; salicylate 1-O-methyltransferase [EC:2.1.1.274]	http://www.genome.jp/dbget-bin/www_bget?ko:K21483	_
Glyma.04G011100	K02975	RP-S25e, RPS25; small subunit ribosomal protein S25e	http://www.genome.jp/dbget-bin/www_bget?ko:K02975	ko03010
Glyma.04G011900	K00975	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K00975	ko00500;ko00520;ko01100;ko01110;ko02026
Glyma.04G012300	K23050	PCBER1; phenylcoumaran benzylic ether reductase [EC:1.3.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K23050	_
Glyma.04G012800	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.04G012900	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.04G013100	K04536	GNB1; guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	http://www.genome.jp/dbget-bin/www_bget?ko:K04536	ko04011;ko04014;ko04062;ko04151;ko04371;ko04713;ko04723;ko04724;ko04725;ko04726;ko04727;ko04728;ko04740;ko04744;ko04926;ko05032;ko05034;ko05163;ko05167;ko05170;ko05200
Glyma.04G013200	K17267	COPG; coatomer subunit gamma	http://www.genome.jp/dbget-bin/www_bget?ko:K17267	_
Glyma.04G013300	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.04G013700	K07541	PIGX; GPI mannosyltransferase 1 subunit X	http://www.genome.jp/dbget-bin/www_bget?ko:K07541	ko00563;ko01100
Glyma.04G013800	K13464	JAZ; jasmonate ZIM domain-containing protein	http://www.genome.jp/dbget-bin/www_bget?ko:K13464	ko04075
Glyma.04G013900	K00888	PI4KA; phosphatidylinositol 4-kinase A [EC:2.7.1.67]	http://www.genome.jp/dbget-bin/www_bget?ko:K00888	ko00562;ko01100;ko04011;ko04070
Glyma.04G014400	K11649	SMARCC; SWI/SNF related-matrix-associated actin-dependent regulator of chromatin subfamily C	http://www.genome.jp/dbget-bin/www_bget?ko:K11649	ko04714;ko05225
Glyma.04G014500	K02717	psbP; photosystem II oxygen-evolving enhancer protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K02717	ko00195
Glyma.04G014600	K06934	K06934; uncharacterized protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06934	_
Glyma.04G014700	K16290	XCP; xylem cysteine proteinase [EC:3.4.22.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K16290	_
Glyma.04G014800	K16290	XCP; xylem cysteine proteinase [EC:3.4.22.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K16290	_
Glyma.04G015200	K19040	ATL76S; E3 ubiquitin-protein ligase ATL10/75/76/77/78 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K19040	_
Glyma.04G015300	K12666	OST1, RPN1; oligosaccharyltransferase complex subunit alpha (ribophorin I)	http://www.genome.jp/dbget-bin/www_bget?ko:K12666	ko00510;ko00513;ko01100;ko04141
Glyma.04G015500	K08472	MLO; mlo protein	http://www.genome.jp/dbget-bin/www_bget?ko:K08472	_
Glyma.04G015600	K20027	ZDHHC1_11; palmitoyltransferase ZDHHC1/11 [EC:2.3.1.225]	http://www.genome.jp/dbget-bin/www_bget?ko:K20027	_
Glyma.04G015700	K08472	MLO; mlo protein	http://www.genome.jp/dbget-bin/www_bget?ko:K08472	_
Glyma.04G015900	K05298	GAPA; glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K05298	ko00710;ko01100;ko01120;ko01200
Glyma.04G016000	K05387	GRIP; glutamate receptor, ionotropic, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K05387	_
Glyma.04G016600	K12472	EPS15; epidermal growth factor receptor substrate 15	http://www.genome.jp/dbget-bin/www_bget?ko:K12472	ko04144
Glyma.04G016900	K22184	BRD9; bromodomain-containing protein 9	http://www.genome.jp/dbget-bin/www_bget?ko:K22184	_
Glyma.04G017000	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.04G017200	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.04G017300	K12385	NPC1; Niemann-Pick C1 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K12385	ko04142;ko04979
Glyma.04G017500	K03781	katE, CAT, catB, srpA; catalase [EC:1.11.1.6]	http://www.genome.jp/dbget-bin/www_bget?ko:K03781	ko00380;ko00630;ko01100;ko01110;ko01130;ko01200;ko04011;ko04016;ko04068;ko04146;ko04211;ko04212;ko04213;ko05014
Glyma.04G017700	K00700	GBE1, glgB; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	http://www.genome.jp/dbget-bin/www_bget?ko:K00700	ko00500;ko01100;ko01110
Glyma.04G018100	K14799	TSR1; pre-rRNA-processing protein TSR1	http://www.genome.jp/dbget-bin/www_bget?ko:K14799	_
Glyma.04G018300	K23280	RRT; rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]	http://www.genome.jp/dbget-bin/www_bget?ko:K23280	_
Glyma.04G018500	K23289	EIPR1, TSSC1; EARP and GARP complex-interacting protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K23289	_
Glyma.04G019100	K03798	ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K03798	_
Glyma.04G019250	K19476	IST1; vacuolar protein sorting-associated protein IST1	http://www.genome.jp/dbget-bin/www_bget?ko:K19476	ko04144
Glyma.04G019600	K19658	ECH2; peroxisomal enoyl-CoA hydratase 2 [EC:4.2.1.119]	http://www.genome.jp/dbget-bin/www_bget?ko:K19658	_
Glyma.04G019700	K01322	PREP; prolyl oligopeptidase [EC:3.4.21.26]	http://www.genome.jp/dbget-bin/www_bget?ko:K01322	ko04614
Glyma.04G020100	K17535	TNNI3K; serine/threonine-protein kinase TNNI3K [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K17535	_
Glyma.04G020200	K01581	E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]	http://www.genome.jp/dbget-bin/www_bget?ko:K01581	ko00330;ko00480;ko01100;ko01110;ko01130
Glyma.04G020300	K02638	petE; plastocyanin	http://www.genome.jp/dbget-bin/www_bget?ko:K02638	ko00195
Glyma.04G020400	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K01115	ko00564;ko00565;ko01100;ko01110;ko04014;ko04024;ko04071;ko04072;ko04144;ko04666;ko04724;ko04912;ko04928;ko05200;ko05212;ko05231
Glyma.04G020600	K08242	E2.1.1.143; 24-methylenesterol C-methyltransferase [EC:2.1.1.143]	http://www.genome.jp/dbget-bin/www_bget?ko:K08242	ko00100;ko01110
Glyma.04G020800	K00472	P4HA; prolyl 4-hydroxylase [EC:1.14.11.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K00472	ko00330;ko01100
Glyma.04G020900	K06180	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	http://www.genome.jp/dbget-bin/www_bget?ko:K06180	_
Glyma.04G021000	K17609	NXN; nucleoredoxin [EC:1.8.1.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K17609	_
Glyma.04G021200	K19037	ATL23; E3 ubiquitin-protein ligase ATL23 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K19037	_
Glyma.04G021500	K03033	PSMD3, RPN3; 26S proteasome regulatory subunit N3	http://www.genome.jp/dbget-bin/www_bget?ko:K03033	ko03050;ko05169
Glyma.04G021600	K20628	exlX; expansin	http://www.genome.jp/dbget-bin/www_bget?ko:K20628	_
Glyma.04G021900	K18757	LARP1; la-related protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K18757	_
Glyma.04G023200	K05309	PTGES2; microsomal prostaglandin-E synthase 2 [EC:5.3.99.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K05309	ko00590;ko01100
Glyma.04G023300	K04392	RAC1; Ras-related C3 botulinum toxin substrate 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04392	ko04010;ko04013;ko04014;ko04015;ko04024;ko04062;ko04071;ko04145;ko04151;ko04310;ko04360;ko04361;ko04370;ko04380;ko04510;ko04520;ko04530;ko04620;ko04650;ko04662;ko04664;ko04666;ko04670;ko04722;ko04810;ko04932;ko04933;ko04972;ko05014;ko05100;ko05120;ko05130;ko05131;ko05132;ko05135;ko05163;ko05167;ko05169;ko05170;ko05200;ko05203;ko05205;ko05210;ko05211;ko05212;ko05231;ko05416;ko05418
Glyma.04G023400	K04392	RAC1; Ras-related C3 botulinum toxin substrate 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04392	ko04010;ko04013;ko04014;ko04015;ko04024;ko04062;ko04071;ko04145;ko04151;ko04310;ko04360;ko04361;ko04370;ko04380;ko04510;ko04520;ko04530;ko04620;ko04650;ko04662;ko04664;ko04666;ko04670;ko04722;ko04810;ko04932;ko04933;ko04972;ko05014;ko05100;ko05120;ko05130;ko05131;ko05132;ko05135;ko05163;ko05167;ko05169;ko05170;ko05200;ko05203;ko05205;ko05210;ko05211;ko05212;ko05231;ko05416;ko05418
Glyma.04G023900	K07375	TUBB; tubulin beta	http://www.genome.jp/dbget-bin/www_bget?ko:K07375	ko04145;ko04540;ko05016;ko05130
Glyma.04G024300	K10949	KDELR; ER lumen protein retaining receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K10949	ko05110
Glyma.04G024800	K06620	E2F3; transcription factor E2F3	http://www.genome.jp/dbget-bin/www_bget?ko:K06620	ko01522;ko04110;ko04218;ko04934;ko05160;ko05161;ko05163;ko05166;ko05167;ko05169;ko05200;ko05206;ko05212;ko05214;ko05215;ko05218;ko05219;ko05220;ko05222;ko05223;ko05224;ko05225;ko05226
Glyma.04G024900	K17338	REEP1_2_3_4; receptor expression-enhancing protein 1/2/3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K17338	_
Glyma.04G025000	K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K01179	ko00500;ko01100;ko02020
Glyma.04G025100	K22522	LOG; cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K22522	_
Glyma.04G025300	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.04G025500	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.04G025800	K17434	MRPL53; large subunit ribosomal protein L53	http://www.genome.jp/dbget-bin/www_bget?ko:K17434	_
Glyma.04G026200	K20557	VIP1; transcription factor VIP1	http://www.genome.jp/dbget-bin/www_bget?ko:K20557	ko04016
Glyma.04G026500	K13699	ABHD5, CGI-58; abhydrolase domain-containing protein 5 [EC:2.3.1.51]	http://www.genome.jp/dbget-bin/www_bget?ko:K13699	ko04923
Glyma.04G026700	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.04G026800	K11498	CENPE; centromeric protein E	http://www.genome.jp/dbget-bin/www_bget?ko:K11498	_
